question,sql
"How many interns does each school have when current stage is active?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='active' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all completed interns with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"How many interns does each school have when current stage is completed?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='completed' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all pending interns with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"How many interns does each school have when current stage is pending?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='pending' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all dropped interns with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"How many interns does each school have when current stage is dropped?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='dropped' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all active trainees with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"How many trainees does each school have when current stage is active?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='active' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all completed trainees with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"How many trainees does each school have when current stage is completed?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='completed' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all pending trainees with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"How many trainees does each school have when current stage is pending?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='pending' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all dropped trainees with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"How many trainees does each school have when current stage is dropped?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='dropped' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all active student interns with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"How many student interns does each school have when current stage is active?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='active' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all completed student interns with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"How many student interns does each school have when current stage is completed?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='completed' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all pending student interns with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"How many student interns does each school have when current stage is pending?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='pending' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all dropped student interns with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"How many student interns does each school have when current stage is dropped?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='dropped' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all active apprentices with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"How many apprentices does each school have when current stage is active?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='active' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all completed apprentices with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"How many apprentices does each school have when current stage is completed?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='completed' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all pending apprentices with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
"How many apprentices does each school have when current stage is pending?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='pending' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all dropped apprentices with department and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='dropped' ORDER BY i.created_at DESC;"
"How many apprentices does each school have when current stage is dropped?","SELECT ins.name AS institute, COUNT(i.id) AS intern_count FROM institutes ins LEFT JOIN interns i ON i.institute_id=ins.id AND i.deleted_at IS NULL LEFT JOIN internship_status s ON s.id=i.status_id WHERE ins.deleted_at IS NULL AND s.status='dropped' GROUP BY ins.name ORDER BY intern_count DESC, ins.name;"
"Show all active interns with division and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='active' ORDER BY i.created_at DESC;"
"Show all completed interns with division and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='completed' ORDER BY i.created_at DESC;"
"Show all pending interns with division and school names plus email.","SELECT i.id, i.name, u.email, d.name AS department, ins.name AS institute, s.status, i.start_date, i.end_date FROM interns i JOIN users u ON u.id=i.user_id LEFT JOIN departments d ON d.id=i.department_id LEFT JOIN institutes ins ON ins.id=i.institute_id LEFT JOIN internship_status s ON s.id=i.status_id WHERE i.deleted_at IS NULL AND s.status='pending' ORDER BY i.created_at DESC;"
